[256265, 260105]
260105 44221.55
260105 44219.4
256265 19532.5
256265 19533.05
260105 44220.6
256265 19532.4
260105 44213.75
256265 19531.9
260105 44211.75
256265 19532.65
260105 44215.05
256265 19531.95
260105 44215.7
256265 19531.95
260105 44214.9
256265 19532.35
260105 44216.9
260105 44213.95
256265 19533.95
256265 19531.95
260105 44214.8
256265 19531.3
260105 44216.35
256265 19533.2
260105 44223.1
260105 44224.5
256265 19533.15
260105 44224.8
256265 19533.5
256265 19533.2
260105 44222.65
256265 19533.8
260105 44224.3
256265 19534.75
260105 44229.15
256265 19534.7
260105 44234.95
256265 19532.25
260105 44234.65
256265 19532.95
260105 44236.35
256265 19532.9
260105 44234.3
256265 19533.15
260105 44235.35
260105 44231.6
256265 19533.0
256265 19532.2
260105 44231.9
256265 19531.25
260105 44231.4
256265 19532.2
260105 44234.25
256265 19531.5
260105 44232.2
256265 19531.2
260105 44233.4
256265 19532.35
260105 44237.3
256265 19530.85
260105 44231.95
256265 19532.15
260105 44231.4
256265 19531.8
260105 44233.9
256265 19528.55
260105 44224.8
256265 19526.85
260105 44228.7
256265 19527.05
260105 44226.35
256265 19527.45
260105 44225.95
256265 19526.65
260105 44226.35
256265 19527.8
260105 44231.35
256265 19527.95
260105 44227.6
256265 19528.35
260105 44231.8
256265 19527.8
260105 44230.75
256265 19528.2
260105 44235.2
256265 19528.65
260105 44237.0
256265 19531.1
260105 44243.2
256265 19528.95
260105 44243.6
260105 44240.95
256265 19529.1
260105 44242.4
256265 19530.1
260105 44243.4
256265 19528.7
260105 44244.95
256265 19529.3
260105 44244.05
260105 44244.9
256265 19530.15
256265 19530.15
256265 19530.9
260105 44248.3
256265 19531.3
260105 44247.35
256265 19532.4
260105 44255.85
256265 19531.45
260105 44251.95
256265 19530.8
260105 44248.8
256265 19530.55
260105 44249.8
256265 19529.7
260105 44248.95
260105 44247.7
256265 19528.95
256265 19530.45
260105 44252.2
260105 44253.5
256265 19531.8
256265 19531.4
260105 44249.85
260105 44250.2
256265 19532.1
260105 44250.65
256265 19530.35
256265 19531.05
260105 44250.1
256265 19528.65
260105 44243.05
256265 19528.45
260105 44243.9
260105 44244.95
256265 19528.5
256265 19528.05
260105 44242.75
256265 19529.25
260105 44246.1
260105 44244.7
256265 19528.15
256265 19528.65
260105 44244.95
256265 19530.95
260105 44249.35
256265 19531.35
260105 44250.9
256265 19529.25
260105 44249.15
256265 19529.85
260105 44248.2
260105 44244.25
256265 19530.35
260105 44244.1
260105 44246.75
256265 19533.05
256265 19531.95
260105 44245.45
260105 44253.6
256265 19533.25
256265 19532.85
260105 44247.55
256265 19533.25
260105 44247.35
260105 44249.45
256265 19533.65
256265 19533.35
260105 44248.6
256265 19534.45
260105 44244.2
256265 19534.65
260105 44245.8
260105 44243.8
256265 19535.4
256265 19535.95
260105 44240.7
256265 19537.15
256265 19535.2
260105 44242.75
256265 19535.95
260105 44237.15
256265 19535.05
260105 44237.8
256265 19534.95
260105 44239.05
256265 19536.1
260105 44238.9
256265 19534.85
256265 19536.45
260105 44235.95
256265 19535.9
256265 19535.25
260105 44233.3
256265 19535.7
260105 44230.2
256265 19535.3
260105 44227.65
256265 19536.7
260105 44230.7
256265 19536.4
260105 44230.9
256265 19533.8
260105 44228.15
256265 19535.25
260105 44228.65
256265 19535.6
260105 44226.1
256265 19535.0
256265 19535.95
260105 44232.45
256265 19536.8
260105 44230.65
256265 19536.0
260105 44228.1
256265 19533.9
260105 44226.6
256265 19536.05
260105 44226.3
256265 19536.8
260105 44235.0
260105 44228.15
256265 19533.4
256265 19532.0
260105 44225.9
256265 19531.45
260105 44226.15
256265 19533.05
260105 44230.4
256265 19533.65
260105 44233.95
256265 19535.45
260105 44239.5
260105 44236.25
256265 19536.25
256265 19537.9
260105 44242.75
256265 19537.1
260105 44239.55
256265 19538.55
260105 44246.9
256265 19537.65
256265 19540.35
260105 44252.4
260105 44249.5
256265 19539.6
256265 19538.65
260105 44248.65
256265 19538.7
260105 44248.65
260105 44244.85
256265 19536.6
260105 44249.05
256265 19537.55
256265 19537.3
260105 44249.2
256265 19537.55
260105 44249.8
256265 19537.3
260105 44250.3
256265 19537.2
260105 44249.8
256265 19536.5
260105 44250.9
256265 19537.45
256265 19536.65
260105 44247.7
256265 19536.25
260105 44248.6
256265 19535.95
260105 44245.35
256265 19537.95
260105 44252.85
256265 19537.45
260105 44250.4
256265 19537.05
260105 44249.15
256265 19537.1
260105 44251.3
256265 19536.75
260105 44249.95
256265 19535.9
260105 44252.65
260105 44253.75
256265 19537.35
260105 44254.1
256265 19536.3
256265 19536.45
260105 44253.7
260105 44254.35
256265 19535.2
260105 44251.05
256265 19534.1
260105 44252.35
256265 19534.6
260105 44252.9
256265 19535.45
256265 19536.45
260105 44254.15
260105 44255.35
256265 19537.15
256265 19536.8
260105 44254.65
260105 44254.4
256265 19536.95
260105 44255.65
260105 44254.5
256265 19536.75
260105 44250.25
256265 19536.4
260105 44253.15
256265 19537.15
256265 19536.75
260105 44254.8
256265 19537.25
260105 44253.75
256265 19538.05
260105 44252.5
260105 44253.55
256265 19538.05
260105 44249.95
256265 19536.45
260105 44251.2
256265 19537.55
256265 19539.4
260105 44252.4
256265 19538.25
260105 44252.95
260105 44253.15
256265 19538.2
256265 19538.75
260105 44256.15
260105 44257.55
256265 19538.8
256265 19537.7
260105 44255.25
260105 44254.15
256265 19538.1
256265 19539.0
260105 44256.95
256265 19539.35
260105 44261.5
256265 19540.6
260105 44261.3
256265 19541.1
256265 19541.6
256265 19541.55
260105 44261.3
260105 44262.35
256265 19543.5
256265 19543.05
260105 44263.9
256265 19544.3
260105 44268.75
256265 19543.6
260105 44268.15
260105 44261.25
256265 19541.9
260105 44263.65
260105 44268.15
256265 19541.95
256265 19541.8
260105 44266.0
260105 44268.1
256265 19542.9
256265 19543.55
260105 44268.4
256265 19544.0
260105 44268.1
256265 19543.95
260105 44272.9
256265 19544.45
260105 44271.6
256265 19542.95
260105 44268.75
256265 19544.4
260105 44271.35
256265 19543.35
260105 44267.25
260105 44265.45
256265 19543.0
256265 19542.0
260105 44263.15
256265 19539.55
260105 44262.1
256265 19537.35
260105 44258.8
256265 19536.4
260105 44254.9
256265 19536.9
260105 44259.1
256265 19538.0
260105 44257.0
260105 44257.1
256265 19537.15
256265 19537.55
260105 44257.0
256265 19537.5
260105 44255.0
256265 19537.9
260105 44256.15
256265 19537.9
260105 44255.0
256265 19536.2
260105 44250.95
256265 19536.6
260105 44254.0
256265 19534.8
260105 44251.25
260105 44251.6
256265 19534.9
256265 19535.05
260105 44251.85
256265 19535.05
260105 44249.35
256265 19534.75
260105 44249.5
260105 44246.0
256265 19535.25
260105 44247.15
256265 19535.95
260105 44245.75
256265 19535.1
260105 44244.5
256265 19534.4
256265 19533.45
260105 44246.85
260105 44244.5
256265 19534.25
256265 19533.25
260105 44242.7
256265 19534.3
260105 44242.1
256265 19533.75
260105 44238.5
260105 44239.25
260105 44242.5
256265 19535.35
256265 19535.8
260105 44239.9
256265 19535.3
260105 44240.95
256265 19536.2
260105 44242.15
256265 19535.4
260105 44241.75
256265 19535.35
260105 44243.45
256265 19536.15
260105 44245.3
260105 44240.65
256265 19535.05
256265 19534.95
260105 44242.15
256265 19535.9
260105 44243.05
260105 44238.65
256265 19534.5
256265 19536.5
260105 44243.9
260105 44240.45
256265 19535.85
256265 19537.0
260105 44244.05
256265 19536.8
260105 44240.4
256265 19536.95
260105 44239.8
260105 44241.85
256265 19537.45
256265 19537.55
260105 44242.15
256265 19537.0
260105 44238.9
260105 44241.85
256265 19538.35
256265 19537.35
260105 44234.2
256265 19537.25
260105 44235.3
260105 44237.7
256265 19537.55
260105 44234.45
256265 19537.0
256265 19535.7
260105 44235.15
256265 19537.1
260105 44239.05
256265 19537.1
260105 44237.25
256265 19537.6
260105 44240.25
256265 19536.45
260105 44233.85
256265 19537.0
260105 44234.5
256265 19537.55
260105 44235.95
256265 19538.25
260105 44239.3
256265 19537.3
260105 44235.2
256265 19537.2
260105 44235.2
260105 44227.25
256265 19535.65
256265 19535.6
260105 44222.15
260105 44223.6
256265 19536.25
256265 19535.95
256265 19534.9
260105 44224.25
256265 19535.7
260105 44226.15
256265 19535.65
260105 44224.2
256265 19535.7
260105 44228.75
256265 19535.05
260105 44228.35
256265 19535.75
260105 44227.5
256265 19536.05
260105 44226.25
256265 19535.05
260105 44221.75
256265 19534.75
256265 19530.9
260105 44218.6
256265 19530.95
260105 44221.3
256265 19530.95
256265 19529.15
260105 44218.85
256265 19529.35
260105 44224.8
260105 44221.75
256265 19530.9
256265 19533.85
260105 44230.1
256265 19530.75
260105 44222.7
260105 44220.15
256265 19530.95
256265 19529.85
256265 19531.35
260105 44217.35
256265 19530.95
260105 44216.7
256265 19530.4
260105 44220.55
256265 19530.5
260105 44215.2
256265 19528.75
260105 44209.7
256265 19529.75
260105 44214.45
256265 19526.25
260105 44207.65
260105 44214.35
256265 19527.65
256265 19527.5
260105 44212.75
256265 19528.0
260105 44210.2
260105 44212.05
256265 19528.0
256265 19526.1
260105 44205.3
256265 19528.4
260105 44212.75
256265 19528.25
260105 44212.5
256265 19528.6
260105 44212.95
260105 44215.85
256265 19528.9
256265 19528.25
256265 19527.85
260105 44209.6
256265 19527.4
260105 44211.5
260105 44210.85
256265 19527.55
256265 19528.0
260105 44215.4
256265 19528.7
260105 44213.6
256265 19526.95
260105 44208.4
260105 44211.25
256265 19527.9
256265 19528.5
260105 44214.35
256265 19527.5
260105 44215.65
260105 44211.7
256265 19527.35
256265 19525.25
260105 44203.75
256265 19525.7
260105 44207.35
256265 19528.65
260105 44216.85
256265 19528.3
260105 44218.5
256265 19527.0
260105 44212.5
260105 44218.35
256265 19528.0
256265 19524.6
256265 19526.15
260105 44214.5
260105 44217.9
256265 19526.5
256265 19526.3
260105 44219.2
256265 19525.5
260105 44217.35
256265 19524.85
260105 44219.0
256265 19526.55
260105 44217.7
256265 19527.85
260105 44220.75
260105 44219.65
256265 19526.15
256265 19526.0
260105 44219.55
260105 44220.95
256265 19525.9
256265 19524.6
260105 44215.95
260105 44216.95
256265 19524.75
256265 19523.85
260105 44214.65
256265 19524.25
260105 44214.5
256265 19523.9
260105 44217.3
256265 19523.95
260105 44217.6
256265 19523.1
260105 44215.3
256265 19524.0
260105 44219.9
256265 19525.55
260105 44222.65
260105 44219.15
256265 19524.35
260105 44215.1
256265 19523.55
256265 19524.55
260105 44218.1
256265 19524.0
256265 19525.0
260105 44216.55
260105 44216.9
256265 19524.05
256265 19525.5
260105 44222.75
256265 19524.0
260105 44215.4
256265 19524.8
256265 19524.7
260105 44219.35
256265 19523.45
260105 44219.25
256265 19523.35
260105 44220.2
256265 19523.9
260105 44221.25
256265 19523.7
260105 44219.6
256265 19523.2
260105 44217.1
260105 44212.45
256265 19521.85
260105 44221.25
256265 19523.85
256265 19522.3
260105 44219.5
256265 19521.95
260105 44218.15
256265 19523.05
260105 44222.65
256265 19521.3
260105 44220.5
260105 44215.9
256265 19521.3
256265 19521.05
260105 44217.2
256265 19520.85
260105 44215.8
256265 19522.2
256265 19521.95
260105 44216.5
256265 19523.5
260105 44219.25
256265 19522.45
260105 44219.3
256265 19522.4
260105 44214.4
256265 19523.2
260105 44218.15
256265 19521.75
260105 44214.4
256265 19521.6
260105 44211.25
256265 19522.05
260105 44211.95
260105 44212.6
256265 19523.15
256265 19523.4
260105 44213.05
256265 19522.65
260105 44208.75
256265 19521.95
260105 44207.25
256265 19522.55
260105 44208.9
256265 19522.2
260105 44202.8
256265 19523.6
260105 44207.65
256265 19524.0
260105 44213.75
256265 19525.2
260105 44210.7
256265 19525.1
260105 44208.4
256265 19524.75
260105 44207.05
256265 19525.0
260105 44206.05
256265 19526.1
260105 44210.15
256265 19525.9
256265 19526.35
260105 44214.6
260105 44209.15
256265 19525.65
256265 19526.25
260105 44218.2
256265 19527.7
260105 44213.8
256265 19526.85
256265 19526.4
260105 44211.85
256265 19525.9
260105 44210.55
256265 19527.05
260105 44213.2
256265 19528.15
260105 44215.75
260105 44223.4
260105 44224.3
256265 19528.5
256265 19527.75
260105 44224.6
260105 44224.5
256265 19527.6
256265 19528.65
260105 44226.3
260105 44228.3
256265 19528.8
256265 19529.7
260105 44231.35
256265 19528.9
260105 44229.65
256265 19530.8
260105 44235.05
256265 19531.0
260105 44231.95
260105 44235.15
256265 19532.05
260105 44236.75
256265 19532.75
256265 19532.05
260105 44236.2
256265 19532.55
260105 44236.75
260105 44235.6
256265 19533.65
256265 19532.55
260105 44234.15
256265 19532.0
260105 44232.15
256265 19530.85
260105 44232.15
256265 19532.55
260105 44236.5
256265 19531.8
260105 44237.0
256265 19530.75
260105 44235.9
256265 19531.35
260105 44235.85
260105 44238.7
256265 19531.05
256265 19529.6
260105 44233.55
256265 19530.0
260105 44236.05
260105 44239.4
256265 19530.25
260105 44231.45
256265 19528.45
256265 19528.45
256265 19530.15
260105 44236.5
256265 19529.6
260105 44236.6
260105 44235.5
256265 19529.8
256265 19530.0
260105 44236.7
256265 19529.65
260105 44238.05
256265 19528.3
260105 44235.25
256265 19527.95
260105 44231.75
256265 19527.95
260105 44234.05
256265 19527.65
260105 44235.0
256265 19527.55
260105 44233.65
256265 19528.25
260105 44236.5
256265 19528.7
260105 44239.45
256265 19528.45
260105 44235.6
256265 19527.95
260105 44239.0
256265 19528.45
260105 44238.1
260105 44244.65
256265 19529.3
260105 44243.0
256265 19529.7
256265 19529.15
260105 44243.35
256265 19529.15
260105 44242.0
256265 19530.15
260105 44241.3
256265 19527.2
256265 19529.75
260105 44241.5
256265 19529.7
260105 44238.15
256265 19529.15
260105 44239.2
260105 44238.5
256265 19529.05
256265 19529.8
260105 44236.75
260105 44237.25
256265 19530.5
256265 19529.65
260105 44235.05
256265 19530.6
260105 44236.6
256265 19531.55
260105 44236.9
260105 44238.2
256265 19532.3
256265 19531.65
260105 44237.95
256265 19532.75
260105 44242.1
260105 44239.35
256265 19532.7
256265 19532.8
260105 44239.05
256265 19532.75
260105 44238.6
260105 44238.95
256265 19531.55
256265 19531.4
260105 44237.65
256265 19531.5
260105 44242.6
256265 19531.85
260105 44245.3
256265 19531.3
260105 44242.95
256265 19530.75
260105 44241.55
256265 19530.55
260105 44240.5
256265 19530.4
260105 44238.9
260105 44237.85
256265 19529.65
256265 19530.9
260105 44241.25
256265 19529.15
260105 44236.45
256265 19529.1
260105 44237.25
256265 19527.5
260105 44233.05
256265 19529.35
260105 44235.65
256265 19530.4
260105 44238.85
256265 19528.85
260105 44235.35
256265 19529.9
260105 44233.5
256265 19530.15
260105 44233.7
256265 19529.25
260105 44232.55
256265 19530.0
256265 19529.7
260105 44232.45
256265 19530.25
260105 44230.65
260105 44230.55
256265 19529.55
260105 44228.2
256265 19529.55
256265 19529.5
260105 44228.7
256265 19529.75
260105 44227.6
256265 19530.1
256265 19530.0
260105 44229.5
256265 19529.65
260105 44223.35
256265 19529.15
256265 19530.15
260105 44228.05
256265 19530.6
260105 44229.0
256265 19529.85
260105 44225.05
260105 44227.2
256265 19529.6
260105 44226.7
260105 44226.4
256265 19530.85
256265 19531.05
260105 44227.4
256265 19530.55
260105 44227.1
256265 19531.1
260105 44226.75
256265 19529.35
260105 44228.0
256265 19531.9
260105 44237.0
256265 19531.9
260105 44235.75
256265 19531.3
260105 44236.25
256265 19531.5
260105 44235.4
256265 19532.4
260105 44239.65
256265 19531.6
260105 44241.2
256265 19531.65
260105 44238.6
256265 19531.0
260105 44234.4
260105 44235.55
256265 19531.75
256265 19532.3
260105 44233.2
256265 19532.35
260105 44231.15
256265 19533.6
260105 44233.65
256265 19533.4
260105 44232.05
260105 44236.15
256265 19535.65
256265 19535.0
260105 44234.45
256265 19533.9
260105 44235.2
256265 19534.1
260105 44236.7
260105 44236.75
256265 19535.25
260105 44235.1
256265 19535.65
256265 19534.75
260105 44237.1
260105 44235.25
256265 19534.7
256265 19535.25
260105 44240.85
256265 19534.3
260105 44241.2
260105 44238.3
256265 19533.65
260105 44239.15
256265 19534.3
256265 19534.5
260105 44234.5
256265 19534.1
260105 44237.1
260105 44238.25
256265 19533.85
256265 19533.3
260105 44237.0
260105 44235.25
256265 19533.55
256265 19531.9
260105 44231.05
256265 19531.75
260105 44233.25
260105 44232.9
256265 19531.6
256265 19530.9
260105 44232.0
256265 19529.8
260105 44229.3
256265 19530.25
260105 44230.45
260105 44233.55
256265 19532.65
256265 19531.45
260105 44231.8
260105 44238.55
256265 19532.6
256265 19531.55
260105 44236.15
256265 19531.15
256265 19532.05
260105 44236.95
260105 44234.6
256265 19531.3
256265 19530.65
260105 44234.15
256265 19530.55
260105 44232.45
256265 19530.1
260105 44231.45
256265 19529.75
260105 44229.15
256265 19530.25
260105 44232.4
256265 19528.7
260105 44229.85
256265 19528.5
260105 44225.3
256265 19529.4
260105 44227.35
260105 44226.0
256265 19530.15
260105 44223.35
256265 19529.75
260105 44225.5
260105 44223.4
256265 19530.1
256265 19528.4
260105 44221.65
256265 19529.15
260105 44225.65
256265 19528.65
260105 44225.75
256265 19528.6
260105 44223.9
256265 19528.3
260105 44229.65
260105 44226.75
256265 19528.2
260105 44225.65
256265 19527.7
260105 44223.7
256265 19528.35
260105 44223.95
256265 19527.9
260105 44223.8
256265 19527.05
260105 44221.2
256265 19527.4
260105 44221.55
256265 19526.75
260105 44220.35
256265 19526.55
260105 44218.0
256265 19526.85
260105 44217.75
256265 19526.6
260105 44218.95
256265 19527.0
260105 44217.05
256265 19527.4
260105 44216.65
256265 19527.0
260105 44215.8
260105 44214.85
256265 19526.4
256265 19527.8
260105 44214.5
260105 44214.35
256265 19527.05
256265 19527.55
260105 44215.35
260105 44214.05
260105 44215.05
256265 19527.0
256265 19526.65
260105 44214.7
256265 19526.7
260105 44211.6
256265 19526.3
260105 44208.75
256265 19525.0
260105 44208.4
260105 44208.95
256265 19525.35
260105 44211.3
256265 19525.5
256265 19526.15
260105 44211.2
256265 19525.25
260105 44213.35
256265 19526.2
260105 44215.25
256265 19527.05
260105 44215.5
260105 44215.8
256265 19527.35
256265 19527.05
260105 44219.85
256265 19527.7
260105 44220.65
256265 19527.45
260105 44219.05
256265 19528.0
260105 44216.35
256265 19528.4
260105 44218.3
256265 19529.85
260105 44221.05
256265 19529.65
260105 44219.25
256265 19529.4
260105 44219.7
256265 19529.6
260105 44218.0
256265 19529.3
260105 44218.3
256265 19529.3
260105 44221.85
256265 19529.15
260105 44220.7
256265 19528.2
260105 44221.25
260105 44219.9
256265 19528.95
256265 19528.25
260105 44217.8
260105 44212.1
256265 19526.75
256265 19525.9
260105 44211.25
260105 44212.4
256265 19526.15
256265 19525.9
260105 44210.45
256265 19525.4
260105 44211.65
256265 19524.6
260105 44211.1
256265 19524.4
260105 44209.95
256265 19524.8
260105 44211.35
256265 19523.85
260105 44210.35
256265 19523.75
260105 44209.65
260105 44210.4
260105 44210.65
256265 19523.55
256265 19523.5
260105 44211.3
256265 19523.9
260105 44216.85
256265 19524.45
260105 44214.8
260105 44216.35
256265 19523.75
260105 44216.4
256265 19524.3
260105 44217.8
256265 19524.75
256265 19525.9
260105 44218.8
256265 19524.4
260105 44215.85
256265 19524.55
260105 44215.75
256265 19524.9
256265 19525.05
260105 44214.15
256265 19524.45
260105 44216.8
256265 19523.45
260105 44213.7
256265 19522.45
260105 44208.15
256265 19523.35
260105 44212.8
260105 44213.7
256265 19522.85
256265 19522.9
256265 19524.4
260105 44216.35
256265 19524.25
260105 44217.6
256265 19523.75
260105 44217.6
256265 19524.3
260105 44217.25
256265 19525.15
260105 44219.55
256265 19524.65
260105 44216.7
256265 19524.15
260105 44215.3
256265 19525.7
260105 44219.55
256265 19524.45
256265 19524.5
260105 44213.8
256265 19524.2
260105 44214.8
260105 44213.75
256265 19523.65
260105 44214.35
256265 19523.45
256265 19524.2
256265 19523.85
260105 44214.25
256265 19523.65
260105 44215.75
256265 19524.05
260105 44216.95
260105 44216.85
256265 19523.35
256265 19521.75
260105 44211.15
256265 19522.55
260105 44215.35
256265 19523.2
260105 44218.45
256265 19522.45
260105 44213.5
256265 19522.25
260105 44214.45
256265 19522.55
260105 44215.45
256265 19523.15
260105 44217.4
260105 44215.25
256265 19523.0
256265 19521.75
260105 44213.95
260105 44213.9
256265 19523.1
256265 19522.8
260105 44212.9
256265 19524.6
260105 44219.95
256265 19525.2
260105 44216.3
260105 44216.6
256265 19524.75
260105 44221.2
256265 19525.95
260105 44215.8
256265 19524.95
256265 19525.7
260105 44216.6
256265 19526.2
260105 44218.55
256265 19527.4
260105 44220.85
260105 44221.85
256265 19529.05
256265 19528.9
260105 44222.25
256265 19530.4
260105 44220.8
256265 19530.65
256265 19530.4
260105 44218.85
256265 19530.8
260105 44221.1
256265 19530.4
260105 44222.65
260105 44219.85
256265 19529.7
260105 44219.85
256265 19529.75
256265 19529.3
260105 44219.6
260105 44218.0
256265 19528.55
260105 44218.1
256265 19529.95
260105 44222.9
260105 44224.8
256265 19529.8
256265 19528.95
260105 44222.8
256265 19529.5
260105 44225.35
256265 19528.7
260105 44225.45
256265 19529.15
260105 44226.7
256265 19529.25
260105 44225.35
256265 19528.95
260105 44226.25
256265 19530.1
260105 44228.9
256265 19529.25
260105 44227.5
256265 19528.8
260105 44229.6
256265 19528.55
260105 44225.9
260105 44225.3
260105 44227.1
256265 19528.9
256265 19528.3
260105 44228.8
260105 44227.1
256265 19528.4
256265 19528.35
260105 44227.25
256265 19527.65
260105 44227.95
256265 19527.0
260105 44226.0
256265 19525.75
260105 44224.6
256265 19525.35
260105 44225.65
260105 44227.3
256265 19526.35
256265 19526.35
260105 44226.4
256265 19526.4
260105 44226.2
256265 19525.65
260105 44225.0
256265 19524.95
260105 44225.3
260105 44227.8
256265 19525.95
256265 19526.3
260105 44227.45
260105 44226.95
256265 19526.8
256265 19526.45
260105 44225.65
256265 19527.3
260105 44230.2
256265 19528.1
260105 44233.7
256265 19527.4
260105 44228.7
256265 19527.4
260105 44224.45
260105 44234.75
256265 19528.8
256265 19528.6
260105 44230.15
256265 19529.25
260105 44234.95
256265 19529.65
260105 44234.75
256265 19528.95
260105 44230.8
256265 19529.2
260105 44235.85
256265 19528.75
260105 44232.95
256265 19529.1
260105 44234.4
256265 19529.6
